acceptedNameUsageID,Scientific name,Depth0_Top,Depth0_Bottom,Depth0_midPoint,Depth1_Top,Depth1_Bottom,Depth1_midPoint,Lat0_Top,Lat0_Bottom,Lat0_midPoint,Lon0_Top,Lon0_Bottom,Lon0_midPoint,common size0_Top,common size0_Bottom,common size0_midPoint,max size0_Top,max size0_Bottom,max size0_midPoint,Temperature0_Top,Temperature0_Bottom,Temperature0_midPoint,Lon1_Top,Lon1_Bottom,Lon1_midPoint,max size1_Top,max size1_Bottom,max size1_midPoint,Lat1_Top,Lat1_Bottom,Lat1_midPoint,Depth2_Top,Depth2_Bottom,Depth2_midPoint,Temperature1_Top,Temperature1_Bottom,Temperature1_midPoint,Depth3_Top,Depth3_Bottom,Depth3_midPoint,max size2_Top,max size2_Bottom,max size2_midPoint,common size1_Top,common size1_Bottom,common size1_midPoint,common size2_Top,common size2_Bottom,common size2_midPoint,max size3_Top,max size3_Bottom,max size3_midPoint,spawning temperature0_Top,spawning temperature0_Bottom,spawning temperature0_midPoint,spawning temperature1_Top,spawning temperature1_Bottom,spawning temperature1_midPoint,spawning temperature2_Top,spawning temperature2_Bottom,spawning temperature2_midPoint,common size3_Top,common size3_Bottom,common size3_midPoint,common size4_Top,common size4_Bottom,common size4_midPoint,common size5_Top,common size5_Bottom,common size5_midPoint,spawning temparature0_Top,spawning temparature0_Bottom,spawning temparature0_midPoint,temperature0_Top,temperature0_Bottom,temperature0_midPoint,max size4_Top,max size4_Bottom,max size4_midPoint,max size5_Top,max size5_Bottom,max size5_midPoint
158843,Astronesthes richardsoni,275,1000,,,,,-18,62,,-98,14,,,,,,,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158873,Lestrolepis intermedia,10,2700,,35,1320,,-37,46,,-180,-147,,,,,,,33.8,,,,-98,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158887,Diaphus fragilis,15,125,Night,520,600,Day,-36,35,,-180,-153,,,,,,,12.3,,,,-78,180,,,,,,,,15,1313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158890,Diaphus perspicillatus,315,1500,Day,0,125,Night,-35.93333333,27.5,Western Atlantic,-180,-153,,,,,,,10.4,,,,-78,180,,,,,-58,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158894,Diaphus taaningi,40,250,Night,325,475,Day,-27,44,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158898,Lampanyctus tenuiformis,40,325,Night,300,700,Day,-52,41,,-180,14,,,,,,,15.3,,,,105,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158913,Notoscopelus bolini,0,125,Night,1000,1300,Day,15,50,,-50,36,,,,,,,10.3,,,,,,,,,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158916,Notoscopelus resplendens,0,300,Night,651,2000,Day,-61,55,,,,,,,,,,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158917,Protomyctophum arcticum,90,325,,250,850,,40,70,,-65,12,,,,,,,6,,,,,,,,,,,,,90,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158960,Coryphaenoides rupestris,400,1200,,180,2600,,20,73,,-77,32,,,,,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159067,Brotula barbata,50,300,,,,,-14,30,,-98,15,,,,50,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159184,Lophius americanus,0,800,,,,,28,60,,-82,-43,,,,90,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,,,,,,,
159228,Menidia menidia,0,126,,0,3,,25,60,,-82,-52,,,,11.5,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159246,Ablennes hians,0,12,,,,,-37,43,,-180,180,,,,70,,,140,,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159261,Cheilopogon furcatus,0,20,,,,,-42,46,,-180,180,,,,25,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159276,Euleptorhamphus velox,0,5,,,,,,,,,,,,,35,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159281,Hyporhamphus unifasciatus,0,5,,,,,-40,45,,-98,-32,,,,20,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159288,Abudefduf saxatilis,0,40,,,,,-37,41,,-89,14,,,,15,,,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159330,Melamphaes pumilus,200,2000,,50,400,,10,40,,,,,,,,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159335,Sciaenops ocellatus,0,27,,,,,0,43,,,,,,,100,,,155,15,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159340,Scomberomorus cavalla,5,140,,5,15,,-22,44,,-98,-34,,,,70,,,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.3,31,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,
159342,Scomberomorus maculatus,0,35,,,,,19,44,,-97,-64,,,,,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159343,Thunnus atlanticus,0,57,,,,,-26,,,-100,-26,,,,72,,,108,20,?,,,,,,,,-28,43,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159423,Cubiceps capensis,0,140,,,,,-35,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159427,Psenes cyanophrys,0,550,,,,,-43,49,,-180,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.64,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159445,Hippocampus erectus,1,73,,,,,-32,50,,-98,-32,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159484,Decapterus tabl,150,220,,7,550,,-55,45,,102,180,,,,25,,,50,,,,-180,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159486,Xanthichthys ringens,30,60,,0,190,,-33,37,,-89,-34,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159490,Aluterus schoepfii,0,900,,0,50,,-27,46,,-97,13,,,,40,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159491,Aluterus scriptus,,,,,,,-30,46,,-180,180,,,,55,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159570,Prionotus alatus,35,457,,35,180,,-10,38,,-98,-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159658,Uraspis secunda,1,50,,,,,-34,42,,-180,180,,,,40,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159712,Neoepinnula americana,183,515,,,,,3,31,,-94,-49,,,,,,,30,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159800,Lutjanus synagris,1,400,,21,70,,-38,38,,-98,-31,,,,25,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159803,Ocyurus chrysurus,1,165,,10,70,,-26,42,,-98,-31,,,,40,,,86.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159827,Peprilus paru,50,70,,15,136,,-38,?,,,,,,,18,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159833,Aphanopus intermedius,800,1300,,300,1408,,-35,50,,-180,14,,,,,,,,,,,105,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159836,Evoxymetopon taeniatus,100,200,,,,,-29,35,,-180,-39,,,,155,,,200,,,,126,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212050,Sphyraena putnamae,3,20,,,,,-31,36,,-180,-146,,,,60,,,90,,,,30,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212239,Hippocampus histrix,15,40,,1,82,,-35,35,,22,180,,,,,,,17,,,,-180,-132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212264,Herklotsichthys quadrimaculatus,1,13,,,,,-33,39,,-180,-166,,,,10,,,25,,,,29,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212280,Stolephorus indicus,20,50,,,,,-37,30,,-180,-144,,,,12,,,18,,,,23,180,,,,15.3,,,,,,,,,,,,,,,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215607,Etmopterus granulosus,400,600,,220,1620,,-59,-29,,,,,,,,?,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215608,Euprotomicrus bispinatus,400,1800,Day,0,200,Night,-54,38,,,,,,,,?,,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215612,Isistius brasiliensis,1000,3500,Day,0,20,Night,-47,35,,-180,180,,,,36,,,42,,,,,,,,,56,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217337,Carcharhinus amblyrhynchos,0,280,,,,,-35,29,,-180,-151,,,,,,,,,,,33,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217340,Carcharhinus amboinensis,0,60,,0,150,,-26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217341,Carcharhinus brachyurus,1,145,,0,360,,-52,45,,-122,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217342,Carcharhinus porosus,0,84,,16,32,,-36,33,,-116,-33,,,,90,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217352,Carcharhinus albimarginatus,0,800,,,,,-31,32,,-180,-77,,,,200,,,300,,,,31,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217430,Mobula thurstoni,0,100,,,,,-34,38,,,,,,,150,,,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217436,Mobula kuhlii,0,50,,,,,,,,,,,,,,?,,120,,,,,,,?,,135,,,,,,,,,,,,,?,,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217452,Sardinops sagax,0,200,,,,,-47,61,,-145,180,,18,25,21.5,,,36,,,,,,,,,39.5,,,,,,,,,,,,,,,,,,21.5,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217618,Melanostomias paucilaternatus,150,2000,,,,,-27,-27,,3,3,,,,,,,20.1,,,,-14,-14,,,,,-18,-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217632,Pseudocarcharias kamoharai,0,590,,0,200,,-40,40,,-180,180,,,,100,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217680,Benthosema pterotum,10,200,Night,130,300,Day,-33,37,,33,154,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217697,Electrona antarctica,1,1010,,,,,-78,-45,,,,,,,,,,10.3,,,,,,,,,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217698,Gonichthys barnesi,0,175,Night,425,1000,Day,-40,-30,,-180,180,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217704,Lampanyctodes hectoris,100,850,Day,0,1000,,-43,-13,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217707,Lampanyctus achirus,800,1000,,200,1000,,?,-21,,,,,,,,,,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217720,Symbolophorus barnardi,0,450,,100,800,,-45,-27,,,,,,,,,,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217820,Selachophidium guentheri,200,980,,200,400,,-40,-17,,,,,,,,,,28,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217959,Neocyttus rhomboidalis,450,800,,200,1240,,-48,-23,,-81,180,,,,,,,,,,,-180,-176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218404,Caranx sexfasciatus,0,146,,,,,-36,32,,-180,-77,,,,60,,,120,26,29,,25,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218419,Caranx melampygus,1,190,,,,,-35,35,,-180,-78,,,,60,,,117,,,,30,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218426,Decapterus macrosoma,30,70,,20,214,,-34,39,,-180,180,,,,25,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218436,Seriola lalandi,1,146,,3,825,,-57,55,,-180,180,,,,80,,,250,18,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218444,Trachurus capensis,0,500,,100,300,,-37,7,,4,24,,,,30,,,52,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218448,Uraspis uraspis,20,130,,,,,-36,30,,-180,-154,,,,,,,,,,,22,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218449,Uraspis helvola,50,300,,,,,-50,35,,32,180,,,,35,,,58,,,,-180,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218450,Mene maculata,50,200,,,,,-30,32,,30,169,,,,20,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218465,Emmelichthys nitidus,86,500,,,,,-43,16,,-13,180,,,,,,,55,,,,-180,-167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218706,Kyphosus vaigiensis,0,40,,,,,-38,35,,-180,-133,,,,50,,,70,,,,25,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218708,Kyphosus cinerascens,1,25,,1,40,,-30,35,,-180,-140,,,,45,50,53,53,,,,30,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218710,Platax teira,3,70,,,,,-36,31,,23,175,,,,,,,65,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219667,Naso hexacanthus,6,229,,,,,-32,31,,30,180,,,,,,,,,,,-180,-122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219671,Naso brevirostris,4,46,,2,122,,-36,29,,26,180,,,,50,,,60,,,,-180,-137,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219697,Thyrsites atun,100,500,,0,550,,-56,-21,,-75,177,,,,75,,,200,13,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219707,Allothunnus fallai,,,,,,,-35,-20,,-180,180,,,,86,,,105,19,24,,,,,,,,-50,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219709,Gasterochisma melampus,0,200,,,,,-55,-19,,-180,180,,,,,,,,8,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219712,Gymnosarda unicolor,,,,,,,-30,31,,-180,-130,,,,190,,,248,20,28,,32,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219715,Scomber australasicus,0,300,,87,200,,-50,43,,32,180,,,,30,,,44,,,,-180,-110,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219719,Scomberomorus plurilineatus,0,200,,,,,-37,-1,,23,59,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219720,Thunnus maccoyii,0,1000,,50,2743,,-50,-30,,-180,180,,,,160,,,245,5,20,,,,,,,,-60,-10,,,,,,,,,,,,,,,,,,,,,,,24,,,20,30,,,,,,,,,,,,,,,,,,,,,,,,,
219722,Thunnus tonggol,0,10,,,,,-33,47,,34,154,,,,70,,,145,,,24,,,,,,,-31,47,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,
219734,Tetrapturus angustirostris,0,200,,0,1830,,-56,43,,-180,-68,,,,190,,,230,,,,20,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219737,Hyperoglyphe antarctica,260,490,,100,300,,-55,-19,,-67,180,,,,60,,,140,,,,-180,-173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219741,Schedophilus huttoni,0,1000,,275,500,,-43,-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219742,Schedophilus velaini,40,500,,,,,-45,2,,-180,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219872,Abalistes stellaris,4,120,,7,350,,-36,46,,-180,-164,,,,40,,,60,,,,21,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219954,Lagocephalus sceleratus,8,180,,,,,-40,40,,-180,-169,,,,40,,,110,,,,16,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220007,Phosichthys argenteus,300,1050,,,,,-49,-6,,-180,-177,,,,,,,30,,,,-54,180,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221409,Linophryne parini,1200,1220,,0,3100,,,,,,,,,,,,,1.25,,,,,,,,,8,,,,,,,,,,,,,,,6.4,,,,,,,,,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,6.4
221430,Polyprion oxygeneios,50,854,,,,,-50,-28,,-180,180,,,,100,,,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221512,Sigmops elongatus,100,1500,,25,4740,,?,65,,-180,180,,,,,,,27.5,,,,-180,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234627,Notolepis annulata,550,2000,,45,2000,,-72,-37,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234638,Electrona carlsbergi,100,350,,1,1008,,-69,-39,,-180,180,,,,,,,9.6,,,,,,,,,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234664,Lampris immaculatus,50,500,,,,,-69,-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234697,Paradiplospinus antarcticus,0,830,adult,0,2830,,-79,-31,,-180,180,,,,35,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234700,Dissostichus eleginoides,0,2144,,70,1500,,-66,-33,,-77,180,,,,70,,,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234731,Scopelosaurus hamiltoni,400,1200,,600,800,,-60,-30,,-180,180,,,,,,,45,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234742,Muraenolepis microps,10,1600,,,,,-78,-50,,-180,-19,,,,27,,,35,,,,143,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234767,Protomyctophum tenisoni,0,100,,100,850,,-67,-46,,-180,180,,,,,,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234788,Lepidonotothen squamifrons,195,312,,10,900,,-79,-45,,-180,180,,,,35,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254538,Gadus macrocephalus,100,400,,10,1280,,31,63,,-180,-119,,,,,,,119,,,,119,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271328,Rhizoprionodon porosus,0,100,,0,500,,-40,28,,-88,-32,,,,75,,,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271378,Sphyrna couardi,,,,,,,-5,17,,-19,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271651,Scymnodalatias albicauda,140,512,,,,,-50,-42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272087,Omosudis lowei,70,1830,,100,4000,,-40,40,,,,,,,20,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272173,Parexocoetus hillianus,0,20,,,,,,,,,,,,,,,,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272452,Merluccius australis,28,1000,,,,,-59,-33,,-180,-66,,,,80,,,155,,,,165,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272528,Lophotus capellei,1,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272534,Trachipterus jacksonensis,0,400,,0,1000,,,,,,,,,,200,,,211,,,,,,,,,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272562,Gigantactis golovani,0,2100,,,,,,,,,,,,,,,,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272630,Oneirodes kreffti,150,1170,,0,2000,,-45,-18,,0,180,,,,2,,,12.6,,,,,,,,,7.5,,,,,,,,,,,,,,,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272656,Ceratoscopelus townsendi,425,1500,Day,0,200,Night,?,35,,,,,,,,,,18.4,,,,,,,,,,?,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272728,Notoscopelus kroyeri,0,125,Night,325,1000,Day,37,68,,-66,16,,,,,,,14,,,,,,,,,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272734,Symbolophorus kreffti,0,300,,0,150,,-20,-7,,,,,,,,,,11.2,,,,,,,,,,-4,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273675,Cubiceps caeruleus,20,250,,,,,?,-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273811,Scomberomorus brasiliensis,20,60,,0,130,,-36,21,,-90,-29,,,,65,,,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273819,Scomberomorus regalis,1,20,,,,,-24,41,,-99,-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273998,Stromateus brasiliensis,22,133,,,,,-55,-26,,-69,-48,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
