acceptedNameUsageID,Scientific name,Test_dat,Family_ID,Genus_ID,DDepth_Top,DDepth_Bottom,DDepth_midPoint,NDepth_Top,NDepth_Bottom,NDepth_midPoint,Lat_Top,Lat_Bottom,Lat_no_top,Lat_no_bottom,Lon0_Top,Lon0_Bottom,Lon1_Top,Lon1_Bottom,Mat_M,Max_M,Av_M,Mat/Max_M,Mat_F,Max_F,Av_F,Mat/Max_F,Com/Mat_F,Generation_top,Generation_bottom,Generation_mid,Max_age_top,Max_age_bottom,Mature_age,Temperature_Top,Temperature_Bottom,Temperature_midPoint,Behavior_bottom,Behavior_top,Behavior_Average,Migration_Average,Depth_bottom,Depth_top,Depth_Average,Diel vertical migration,Food_Bottom,Food_Top,Food_Average,Habitat0_Bottom,Habitat0_Top,Habitat0_Average,Salinity0_Bottom,Salinity0_Top,Salinity0_Average,Temperature0_Top,Temperature0_Bottom,Temperature0_midPoint,Aggregation0_Top,Aggregation0_Average,Aggregation0_# records,Associate0_Average,Associate_Floating object,Associate_Large pelagics,Associate_Vegetatation,Associate_Coral,Associate_Floating object,Associate_Large pelagics/ship,Breeding_cycle,Breeding_relation,Reproduction,Egg&larvae,Distribution,Occurrence,Commercial importance,ICCAT Fisheries,LL,PS,Others,,IUCN,Stock status
272233,Hoplostethus marisrubri,,125459,125706,510,520,515,510,520,515,,,,,,,,,,12.2,,,,12.2,,,,,,,,,,,,,1,3,2.166666667,,4,4,4,,,,,2.8,3,2.9,2,2,2,,,,,,,,,,,,,,,,,,4,2,,,,,,0,0,
272241,Cetomimus craneae,,125460,125707,0,4954,1500,0,4954,1500,,,,,,,,,,8,,,,8,,,,,,,,,,,,,1,2.5,1.566666667,,4,4,4,,,,,3,3,3,2,2,2,,,,,,,,,,,,,,,,,,,,2,,,,,1,1,
272243,Cetomimus kerdops,,125460,125707,1050,1100,1075,1050,1100,1075,,,,,,,,,,8,,,,8,,,,,,,,,,,,,2.5,3,2.75,,4,4,4,,,,,3,3,3,2,2,2,,,,,,,,,,,,,,,,,,4,1.5,,,,,,0,0,
272244,Cetomimus teevani,,125460,125707,900,1300,1100,900,1300,1100,,,,,,,,,,10.5,,,,10.5,,,,,,,,,,,,,2.5,3,2.75,,4,4,4,,2,2,2,2.5,3,2.75,2,2,2,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,
272247,Parataeniophorus brevis,,125460,125713,0,1400,700,0,1400,700,-25,-21,,,,,,,,4.6,,,,4.6,,,,,,,,,,,,,2.5,2.8,2.65,,3,4,3.666666667,,,,,3,3,3,2,2,2,2,2,2,,,,,,,,,,,,,,,,2,,,,,,1,1,
272252,Alosa kessleri,,125464,125715,0,85,43,0,85,43,35,55,,,,,,,38,52,40,0.73,38,52,40,0.73,1.05,,,5,5,6,4.3,,,,3,3,3,,,,,,1.8,3.2,2.2,0,3,1.22,0,2,1,2,2,2,,,,,,,,,,,1,,3,1,4,4,,,,,,1,1,
272276,Sardinella rouxi,,125464,125721,0,50,25,0,50,25,-10,18,,,,,,,,16,13,,,16,13,,,,,,,,,,,,3,3,3,4,,,,,,,,1.1,3,1.7,1,2,1.5,3,3,3,4,4,4,,,,,,,,,,,,,5,,,,,,1.5,0,1.5
272281,Sprattus fuegensis,,125464,125723,0,50,10,0,50,10,-58,-38,,,,,,,,18,15,,,18,15,,,3,4,3.5,5,5,2,,,,3,3,3,,,,,,,,,1.3,2,1.766666667,2,2,2,2.6,2.6,2.6,4,4,4,,,,,,,,,,,,,4,4,,,,,1,1,
272284,Engraulis anchoita,,125465,125724,30,200,135,30,200,135,-50,-21,,,,,,,9,17,10,0.53,9.2,17,10,0.54,1.09,2,4,3,6,9,1,,,,3,3,3,3,,,,,1.2,1.8,1.5,2,2,2,2,2,2,2.6,2.6,2.6,4,4,4,,,,,,,,6,,,,,4,4,,,,,1.666666667,1,2.333333333
272291,Bregmaceros houdei,,125468,125727,0,50,25,0,50,25,,,,,,,,,,1.6,,,,1.6,,,,,,,,,,,,,2.8,3.2,3,3,2,3,2.5,,,,,2,3,2.5,2,2,2,3,3,3,,,,,,,,,,,,,,,,4,4,,,,,1,1,1
272309,Bathygadus macrops,,125471,125745,200,777,475,200,777,475,-15,39,,,,,,,,50,,,,50,,,,,,,,,,,,,2.5,3,2.75,,4,4,4,,1.4,1.4,1.4,2.5,2.5,2.5,2,2,2,2.6,3,2.8,,,,,,,,,,,,,,,,3.5,1,,,,,1,1,
272355,Coryphaenoides thelestomus,,125471,125748,1000,1400,1200,1000,1400,1200,,,,,,,,,,65,,,,65,,,,,,,,,,,,,2,2,2,1.5,,,,,,,,2.2,2.5,2.35,2,2,2,2.6,2.6,2.6,,,,,,,,,,,,,,,,4,,,,,,0,0,
272372,Hymenocephalus billsam,,125471,125751,233,1275,650,233,1275,650,,,,,,,,,,24,,,,24,,,,,,,,,,,,,2.5,3,2.75,,4,4,4,,,,,2.5,2.5,2.5,2,2,2,,,,,,,,,,,,,,,,,,2,,1.5,,,,,1,1,
272452,Merluccius australis,Y,125473,125762,28,1000,430,28,1000,430,-59,-33,,,-180,-66,165,180,72.5,155,80,0.47,74.7,155,80,0.48,1.07,,,,,,7.8,,,,2,2,2,,,,,,1.4,3,2.572727273,,,,2,2,2,2.6,2.6,2.6,,,,,,,,,,,,,,,,4,,Y,Y,,,0,,
272512,Physiculus roseus,,125474,125770,300,550,425,300,550,425,,,,,,,,,,23,,,,23,,,,,,,,,,,,,1,2.5,1.833333333,3,4,4,4,,,,,2.5,2.5,2.5,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
272528,Lophotus capellei,Y,125479,125784,1,1100,550,1,1100,550,,,,,,,,,,200,,,,200,,,,,,,,,,,,,2.5,3.2,2.875,,2,4,3.25,,2.6,3.2,2.9,3,3,3,2,2,2,,,,,,,,,,,,,,,,,,,4,3,Y,Y,,,1,1,1
272534,Trachipterus jacksonensis,Y,125483,125788,0,1000,200,0,1000,200,,,,,,,,,,220,200,,132.3,220,200,0.60,1.51,,,,,,,,,,2.5,3.2,2.833333333,,2,4,3.25,,1.4,3,2.08,1,3,2,1,2,1.5,2,2.6,2.3,,,,,,,,,,,,,,,,3,,,,,,1,1,
272559,Gigantactis elsmani,,125490,125798,0,3000,1500,0,3000,1500,,,,,,,,,,43.5,,,,43.5,,,,,,,,,,,,,2.5,2.8,2.65,3,3,4,3.666666667,,,,,3,3,3,2,2,2,,,,,,,,,,,,,,,,,,,4,2,,,,,1,1,
272561,Gigantactis gibbsi,,125490,125798,465,1640,1050,465,1640,1050,,,,,,,,,,5,,,,5,,,,,,,,,,,,,2.5,3,2.766666667,,3,4,3.5,,,,,3,3,3,2,2,2,,,,,,,,,,,,,,,,,,,2,,,,,,1,1,
272562,Gigantactis golovani,Y,125490,125798,0,2100,1050,0,2100,1050,,,,,,,,,,17.9,,,,17.9,,,,,,,,,,,,,2.5,2.8,2.65,,3,4,3.5,,,,,3,3,3,2,2,2,,,,,,,,,,,,,,,,,,,1.25,,,,,,1,1,
272564,Gigantactis herwigi,,125490,125798,0,2000,1000,0,2000,1000,,,,,,,,,,26.2,,,,26.2,,,,,,,,,,,,,2.5,2.8,2.65,,3,4,3.5,,,,,3,3,3,2,2,2,,,,,,,,,,,,,,,,,,6,2,,,,,,1,1,
272565,Gigantactis longicauda,,125490,125798,500,1200,850,500,1200,850,,,,,,,,,,11.4,,,,11.4,,,,,,,,,,,,,2.5,2.8,2.65,,3,4,3.5,,,,,3,3,3,2,2,2,,,,,,,,,,,,,,,,,,,2,,,,,,0,0,
272568,Gigantactis microphthalmus,,125490,125798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,3,2.75,,4,4,4,,,,,3,3,3,2,2,2,,,,,,,,,,,,,,,,,,1,1,,,,,,0,0,
272571,Gigantactis watermani,,125490,125798,0,2100,1050,0,2100,1050,,,,,,,,,,1.55,,,,1.55,,,,,,,,,,,,,2.5,2.8,2.65,,3,4,3.5,,,,,3,3,3,2,2,2,,,,,,,,,,,,,,,,,,1,,,,,,,0,,
272572,Himantolophus appelii,,125491,125799,338,1413,900,338,1413,900,-45,-25,,,,,,,,30.5,,,,30.5,,,,,,,,,,,,,2.5,3,2.766666667,,3,4,3.666666667,,,,,3,3,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
272576,Himantolophus cornifer,,125491,125799,0,1900,950,0,1900,950,-30,-29,,,,,,,,2.7,,,,30,,,,,,,,,,,,,2.5,3.2,2.833333333,,2,4,3,,,,,3,3,3,2,2,2,3,3,3,,,,,,,,,,,,,,,6,3.75,1.5,,,,,1,1,
272577,Himantolophus crinitus,,125491,125799,0,756,605,0,756,605,-13,10,,,,,,,,20.8,,,,20.8,,,,,,,,,,,,,2.5,2.8,2.65,,3,4,3.666666667,,,,,3,3,3,2,2,2,,,,1,1,1,,,,,,,,,,,,,,1,,,,,1,1,
272579,Himantolophus macroceras,,125491,125799,0,2100,1050,0,2100,1050,-19,-18,,,,,,,,8.3,,,,8.3,,,,,,,,,,,,,2.5,3,2.75,,4,4,4,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,1,2.5,1,,,,,0,,
272580,Himantolophus macroceratoides,,125491,125799,800,900,850,800,900,850,4.6,4.6,,,,,,,,9.2,,,,9.2,,,,,,,,,,,,,2.5,2.8,2.65,,3,4,3.5,,,,,3,3,3,2,2,2,3,3,3,,,,,,,,,,,,,,,,,,,,,,0,,
272581,Himantolophus melanolophus,,125491,125799,0,880,620,0,880,620,,,,,,,,,,15,,,,15,,,,,,,,,,,,,2.5,2.8,2.65,,3,4,3.666666667,,,,,3,3,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
272582,Himantolophus multifurcatus,,125491,125799,200,365,433,200,365,433,4,5,,,,,,,,12.2,,,,12.2,,,,,,,,,,,,,2.5,3,2.75,,4,4,4,,,,,3,3,3,2,2,2,3,3,3,,,,,,,,,,,,,,,4,2.5,,,,,,0,0,
272584,Himantolophus paucifilosus,,125491,125799,100,1540,250,100,1540,250,-12,16,,,,,,,,16.3,,,,16.3,,,,,,,,,,,,,2.5,2.8,2.65,,3,4,3.666666667,,,,,3,3,3,2,2,2,3,3,3,1,1,1,,,,,,,,,,,,1,1,1,,,,,1,1,
272592,Linophryne densiramus,,125492,125801,0,2250,775,0,2250,775,-43,29,,,,,,,,1.7,,,,8,,,,,,,,,,,,,2.5,2.8,2.65,,3,4,3.666666667,,,,,3,3,3,2,2,2,,,,,,,,,,,,,,,,,,1,2.5,1,,,,,1,1,
272595,Linophryne macrodon,,125492,125801,300,1750,650,300,1750,650,39,40,,,,,,,,2.2,,,,9.1,,,,,,,,,,,,,2.5,3,2.75,,4,4,4,,,,,2.5,3,2.766666667,2,2,2,,,,,,,,,,,,,,,1,,,6,4,,,,,,1,1,
272596,Linophryne pennibarbata,,125492,125801,325,1500,1100,325,1500,1100,,,,,,,,,,,,,,4.8,,,,,,,,,,,,,2.5,2.8,2.65,,3,4,3.666666667,,,,,3,3,3,2,2,2,,,,,,,,,,,,,,,1,,,4,4,,,,,,1,1,
272598,Linophryne racemifera,,125492,125801,210,1500,855,210,1500,855,,,,,,,,,,8.2,,,,8.2,,,,,,,,,,,,,2.5,3,2.766666667,,3,4,3.666666667,,,,,3,3,3,2,2,2,,,,,,,,,,,,,,,,,,,4,1,,,,,0,0,
272618,Dolopichthys dinema,,125496,125807,0,700,350,0,700,350,10,-19,,,,,,,,2.2,,,,2.2,,,,,,,,,,,,,2.5,3,2.766666667,,3,4,3.666666667,,,,,3,3,3,2,2,2,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,
272624,Oneirodes bradburyae,,125446,125673,0,1426,713,0,1426,713,,,,,,,,,,,,,,2.3,,,,,,,,,,,,,2.5,3,2.75,,4,4,4,,,,,3,3,3,2,2,2,,,,,,,,,,,,,,,,,,1,1.5,,,,,,0,,
272630,Oneirodes kreffti,Y,125496,125811,0,2000,660,0,2000,660,-45,-18,,,0,180,,,,11.1,2,,,12.6,7.5,,,,,,,,,,,,2.5,2.8,2.65,,3,4,3.666666667,,,,,3,3,3,2,2,2,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,
272642,Oneirodes theodoritissieri,,125496,125811,810,1460,855,810,1460,855,,,,,,,,,,18.3,,,,18.3,,,,,,,,,,,,,2.5,3,2.766666667,,3,4,3.5,,,,,3,3,3,2,2,2,,,,1,1,1,,,,,,,,,1,,,6,4,,,,,,1,1,
272645,Phyllorhinichthys balushkini,,125496,125813,0,3200,1600,0,3200,1600,,,,,,,,,,,,,12.5,16.8,,0.74,,,,,,,,,,,2.5,3,2.75,,4,4,4,,,,,2.8,3,2.9,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
272649,Bolinichthys distofax,,125498,125816,490,690,530,100,600,350,-27,46,,,,,,,,9.1,,,,9.1,,,,,,,,,,,,,2.8,3,2.9,,3,3,3,Y,,,,3,3,3,2,2,2,2.6,2.6,2.6,,,,,,,,,,,4,,,,1,1,,,,,,1,1,
272656,Ceratoscopelus townsendi,Y,125498,125818,300,1500,450,0,200,100,35,55,,,,,,,,18.4,,,,18.4,,,,,,,,,,,,,2.5,3.2,2.833333333,1.75,2,4,3.25,Y,2,2,2,2.8,3,2.9,2,2,2,,,,,,,,,,,,,,,,3,1,,3.5,,,,,,1,1,
272657,Diaphus anderseni,,125498,125819,300,560,430,60,175,100,-42,40,,,,,,,2.7,3.2,,0.84,2.7,3.2,,0.84,,,,,,,,,,,2.5,3,2.766666667,2,3,4,3.5,Y,,,,3,3,3,2,2,2,2.6,2.6,2.6,,,,,,,,,,,,,,,6,4.166666667,,,,,,1,1,
272683,Diaphus minax,,125498,125819,0,476,238,0,476,238,22,26,,,,,,,,6.6,,,,6.6,,,,,,,,,,,,,2.5,3,2.75,2.5,4,4,4,,,,,3,3,3,2,2,2,,,,,,,,,,,,,,,,,,,4.25,,,,,,1,1,
272698,Diaphus vanhoeffeni,,125498,125819,275,750,512,40,125,83,-20,20,,,,,,,2.7,4.2,,0.64,2.7,4.2,,0.64,,,,,,,,,,,2.8,3,2.9,,3,3,3,Y,,,,3,3,3,2,2,2,2.6,2.6,2.6,,,,,,,,,,,,,,,,4,,,,,,1,1,
272701,Diogenichthys laternatus,,125498,125820,0,2091,625,0,100,50,,,,,,,,,,5,,,,5,,,,,,,,,,,,,2.8,3.2,3,2.5,2,4,3,Y,,,,3,3,3,2,2,2,2.6,2.6,2.6,,,,,,,,,,,,,3,1,3,,,,,,,1,1,
272706,Lampadena dea,,125498,125824,350,2390,1370,150,2390,150,-49,-21,,,,,,,,8.9,,,,8.9,,,,,,,,,,,,,2.5,3,2.766666667,2,3,4,3.5,Y,,,,3,3,3,2,2,2,,,,,,,,,,,,,,,,,,,4.166666667,,,,,,0,0,
272707,Lampadena pontifex,,125498,125824,275,750,513,90,275,183,,,,,,,,,,11,,,,11,,,,,,,,,,,,,2.5,3,2.766666667,2.5,3,4,3.5,Y,,,,2,3,2.375,2,2,2,,,,,,,,,,,,,,,,,,4,,1,,,,,1,1,
272718,Lampanyctus vadulus,,125498,125825,0,370,175,50,300,175,-18,24,,,,,,,8.1,9.9,,0.82,8.1,9.9,,0.82,,,,,,,,,,,2.5,3,2.766666667,2.5,3,4,3.5,,,,,3,3,3,2,2,2,3,3,3,,,,,,,,,,,,,,,,4,,,,,,1,1,1
272728,Notoscopelus kroyeri,Y,125498,125831,325,1000,850,0,125,62.5,37,68,,,-66,16,,,,14.3,,,,14.3,,,,,,,,,,,,,2.5,3,2.8,3,3,4,3.75,Y,2,2,2,3,3,3,2,2,2,1,2,1.5,,,,,,,,,,,,,,,,,,,,,,1,1,
272734,Symbolophorus kreffti,Y,125498,125833,0,300,75,0,300,150,-20,20,-7,-4,,,,,8.4,11.2,,0.75,8.4,11.2,,0.75,,,,,,,,,,,2.8,3.2,2.975,2.5,2,3,2.5,Y,,,,3,3,3,2,2,2,2.6,2.6,2.6,,,,,,,,,,,,,3,1,,4.166666667,,,,,,1,1,
272752,Barathronus bicolor,,125502,125843,366,3270,1020,366,3270,1020,,,,,,,,,8.5,14,,0.61,9,14,,0.64,,,,,,,,,,,2,2.5,2.25,2.5,4,4,4,,,,,1.3,2.5,1.9,2,2,2,,,,,,,,,,,,,,6,,,,,,,,,,,1,1,
272781,Echiodon atopus,,125504,125854,0,139,70,0,139,70,,,,,,,,,,17.6,,,,17.6,,,,,,,,,,,,,2,3,2.5,,,,,,,,,1.5,2,1.75,2,2,2,2.6,2.6,2.6,,,,,,,,,,,,,,,,4,,,,,,0,0,
272852,Asquamiceps caeruleus,,125507,125869,0,2740,1000,0,2740,1000,-22,32,,,,,,,,33.7,,,,33.7,,,,,,,,,,,,,2.5,3,2.75,,4,4,4,,,,,3,3,3,2,2,2,,,,,,,,,,,,,,,,,,1,1,,,,,,1,1,
272856,Bajacalifornia arcylepis,,125507,125870,0,2000,1000,0,2000,1000,,,,,,,,,,21.6,,,,21.6,,,,,,,,,,,,,2.5,3,2.75,,4,4,4,,,,,3,3,3,2,2,2,,,,,,,,,,,,,,,,,,,3,,,,,,0,0,
272861,Bathylaco nielseni,,125507,125871,1500,2000,1750,1500,2000,1750,,,,,,,,,,29.1,,,,29.1,,,,,,,,,,,,,2,3,2.5,,4,4,4,,,,,3,3,3,2,2,2,,,,,,,,,,,,,,,,,,,3,2,,,,,0,0,
272865,Bathytroctes oligolepis,,125507,125873,0,2100,1050,0,2100,1050,-28,8,,,,,,,,32.3,,,,32.3,,,,,,,,,,,,,2.5,3,2.75,,4,4,4,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,3,,,,,,0,,
272893,Argentina brucei,,125508,125885,200,400,300,200,400,300,,,,,,,,,,15,12,,,15,12,,,,,,,,,,,,2.5,3,2.75,,4,4,4,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,0,,
272910,Bathylagichthys australis,,125509,125887,50,1000,525,50,1000,525,,,,,,,,,,20.8,,,,20.8,,,,,,,,,,,,,2.8,3,2.9,,3,3,3,,,,,3,3,3,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,0,,
272911,Bathylagichthys longipinnis,,125509,125887,0,400,200,0,400,200,-42,-33,,,,,,,,12.2,,,,12.2,,,,,,,,,,,,,2.5,3,2.75,,4,4,4,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,0,,
272913,Bathylagichthys problematicus,,125509,125887,615,615,615,615,615,615,-38,-17,,,,,,,,26.6,,,,26.6,,,,,,,,,,,,,2,3,2.5,,,,,,,,,3,3,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
272914,Bathylagus andriashevi,,125509,125888,0,100,50,0,100,50,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,3,2.75,,4,4,4,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,2,,,,,,0,,
272917,Bathylagus niger,,125509,125888,200,1560,880,200,1560,880,-59,-44,,,,,,,,14.1,,,,14.1,,,,,,,,,,,,,2.5,3,2.75,,4,4,4,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,0,,
272925,Nansenia atlantica,,125511,125893,0,580,290,0,580,290,-10,20,,,,,,,,16.8,,,,16.8,,,,,,,,,,,,,3,3,3,,,,,,,,,3,3,3,2,2,2,3,3,3,,,,,,,,,,,,,,,,,,,,,,1,1,
272929,Nansenia megalopa,,125511,125893,0,1300,650,0,1300,650,-20,10,,,,,,,,13.9,,,12.65,13.9,,0.91,,,,,,,,,,,2.5,3,2.766666667,,3,4,3.5,,,,,3,3,3,2,2,2,,,,,,,,,,,,,,,,,,3,2,,,,,,0,,
272931,Nansenia pelagica,,125511,125893,0,2000,1000,0,2000,1000,-20,30,,,,,,,,10.8,,,,10.8,,,,,,,,,,,,,2.8,3,2.9,,3,3,3,,,,,3,3,3,2,2,2,2.6,3,2.8,,,,,,,,,,,,,,,,,,,,,,0,,
272933,Nansenia tenuicauda,,125511,125893,0,328,164,0,328,164,,,,,,,,,,8.4,,,,8.4,,,,,,,,,,,,,2.5,3,2.75,,4,4,4,,,,,,,,2,2,2,2.6,2.6,2.6,,,,,,,,,,,,,,,,,,,,,,0,,
272938,Dolichopteryx rostrata,,125512,125895,350,1000,600,350,1000,600,57,57,,,,,,,,7.1,,,,7.1,,,,,,,,,,,,,2.5,3,2.766666667,,3,4,3.666666667,,,,,3,3,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
272942,Holtbyrnia cyanocephala,,125514,125901,150,1500,825,150,1500,825,-10,26,,,,,,,,22.1,,,,22.1,,,,,,,,,,,,,2,2,2,,4,4,4,,,,,2.5,2.5,2.5,2,2,2,3,3,3,,,,,,,,,,,,,,,,4,,,,,,1,1,
272945,Holtbyrnia ophiocephala,,125514,125901,0,960,480,0,960,480,,,,,,,,,,21.7,,,,21.7,,,,,,,,,,,,,2.5,3,2.75,,4,4,4,,,,,3,3,3,2,2,2,,,,,,,,,,,,,,,,,,,2,,,,,,0,,
272946,Maulisia acuticeps,,125514,125902,200,4000,1625,200,4000,1625,,,,,,,,,,25.5,,,,25.5,,,,,,,,,,,,,2,2.5,2.25,,4,4,4,,,,,,,,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,1,1,
272952,Mentodus mesalirus,,125514,125903,0,2100,1700,0,2100,1700,-27,7,,,,,,,,22.2,,,,22.2,,,,,,,,,,,,,2.5,3,2.75,,4,4,4,,,,,2.2,3,2.6,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
273146,Brama australis,,125520,125924,15,120,67,15,120,67,-48,-34,,,,,,,,47,,,36.9,47,,0.79,,,,,,,,,,,3,3,3,,,,,,,,,3,3,3,2,2,2,,,,,,,,,,,,,,,,,,,3,,,,,,0,,
273147,Brama caribbea,,125520,125924,0,800,425,0,800,425,,,,,,,,,,26,21.8,,,26,21.8,,,,,,,,,,,,2.5,3.2,2.9,,2,4,3.333333333,,3.2,3.2,3.2,3,3,3,2,2,2,3,3,3,,,,,,,,,,,,,,,6,,,,,,,1,1,
273273,Caranx fischeri,,125523,125936,6,25,16,6,25,16,,,,,,,,,,100,,,,100,,,,,,,,,,,,,3,3,3,,,,,,1.4,3,2.2,1,2,1.22,0,2,1,3,3,3,5,5,5,,,,,,,,,,,,,4.333333333,1,,,,,1,1,
273303,Trachurus murphyi,,125523,125946,10,306,153,10,306,153,-51,2,,,,,,,,70,45,,40.5,70,45,0.58,1.11,,,,,,,,,,3,3,3,,,,,,1.8,2,1.9,1.3,3,2.1,2,2,2,2.6,2.6,2.6,4,4,4,,,,,,,,,,,,,2.5,3.5,,,,,1,0,1
273307,Spicara alta,,125564,125949,100,300,175,100,300,175,,,,,,,,,,30,20,,,30,20,,,,,,,,,,,,3,3,3,3,,,,,,,,2,2.5,2.166666667,2,2,2,3,3,3,,,,1.7,1.7,1.70,,,,,,,,,,4,3,,,,,1,1,
273308,Spicara martinicus,,125564,125949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,,,,,,,,,2,2,2,2,2,2,3,3,3,,,,,,,,,,,,,,,5,4.5,2.5,,,,,0,0,
273309,Spicara nigricauda,,125564,125949,50,100,75,50,100,75,,,,,,,,,,20,,,,20,,,,,,,,,,,,,3,3,3,,3,3,3,,,,,2,2.2,2.066666667,2,2,2,3,3,3,,,,,,,,,,,,,,,1,1,,,,,,1,1,
273310,Hyperoglyphe bythites,,125526,125951,0,400,100,0,400,100,29,30,,,,,,,,60,,,,60,,,,,,,,,,,,,2,3,2.5,,,,,,,,,2,3,2.5,2,2,2,3,3,3,,,,,,,,,,,,,3,1,5,,3,,,,,1,1,1
273312,Hyperoglyphe macrophthalma,,125526,125951,,,,,,,,,,,,,,,,57,,,,57,,,,,,,,,,,,,3,3,3,,,,,,,,,3,3,3,2,2,2,2.6,2.6,2.6,,,,,,,,,,,,,,,3,3,1,,,,,0,,
273313,Schedophilus griseolineatus,,125526,125952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,,,,,,,,,3,3,3,2,2,2,2.6,2.6,2.6,,,,,,,,,,,,,,,,,,,,,,0,,
273315,Schedophilus maculatus,,125526,125952,300,1110,500,300,1110,500,,,,,,,,,,30,,,,30,,,,,,,,,,,,,3,3.2,3.1,,2,2,2,,,,,3,3,3,2,2,2,2,2,2,,,,1.8,1.8,1.80,,,,,,,,,,,,,,,,0,0,
273317,Schedophilus pemarco,,125526,125952,50,500,300,50,500,300,-29,21,,,,,,,,50,30,,,50,30,,,,,,,,,,,,2,2,2,3,4,4,4,,1.6,3.2,2.2,2,2.5,2.25,2,2,2,,,,,,,,,,,,,,,,,,5,2,1,,,,,1,1,
273378,Chiasmodon braueri,,125452,125691,150,2326,1238,150,2326,1238,-14,5,,,,,,,,5,,,,5,,,,,,,,,,,,,2.5,3,2.766666667,,3,4,3.5,,,,,3,3,3,2,2,2,3,3,3,,,,,,,,,,,,,,,5,2,2,,,,,1,1,
273400,Epigonus affinis,,125535,125967,300,2000,1150,300,2000,1150,,,,,,,,,,14.5,,,,14.5,,,,,,,,,,,,,1.2,2,1.733333333,3,3,4,3.666666667,,,,,3,3,3,2,2,2,3,3,3,,,,,,,,,,,,,,,,4,,,,,,1,1,
273675,Cubiceps caeruleus,Y,125548,126037,20,250,135,20,250,135,-19,-19,,,,,,,,28.5,,,,28.5,,,,,,,,,,,,,2.8,3.2,3,,2,3,2.5,Y,1.6,3.2,2.2,2.2,3,2.733333333,2,2,2,3,3,3,5,5,5,1.8,1.8,1.80,,,Y,,,,,,1,1.5,,Y,Y,,,1,1,
273679,Cubiceps paradoxus,,125548,126037,165,400,283,165,400,283,,,,,,,,,,127,,,,127,,,,,,,,,,,,,3,3,3,2,,,,,,,,3,3,3,2,2,2,3,3,3,,,,,,,,,,,,,,,,4,2,,,,,0,,
273681,Psenes arafurensis,,125548,126039,0,650,282,0,650,282,-24,37,,,,,,,,25,23,,,25,23,,,,,,,,,,,,3,3,3,,2,2,2,,,,,2,3,2.5,2,2,2,2.4,3,2.7,,,,1.8,1.8,1.80,,,,,,,,,,,,,,,,1,1,
273811,Scomberomorus brasiliensis,Y,125559,126064,0,130,40,0,130,40,-36,21,,,-90,-29,,,44.3,125,65,0.35,37,125,65,0.30,1.76,,,,,,3,,,,3,3.2,3.1,,,,,,2.2,3,2.566666667,1,3,1.875,2,2,2,3,3,3,4,4,4,1.5,1.5,1.50,,Y,,,4,,,,6,3.5,,Y,,,Y,1,1,
273819,Scomberomorus regalis,Y,125559,126064,1,20,10,1,20,10,-24,41,,,-99,-34,,,34.4,83.5,,0.41,40.5,83.5,,0.49,,,,,,,,,,,,,,3,,,,,2.2,3.2,2.8,1.5,2,1.625,2,2,2,3,3,3,4,4,4,1.5,1.5,1.50,,Y,Y,,,,,,,,4,Y,Y,,,1.5,1,2
273986,Sphyraena tome,,125565,126084,19,83,51,19,83,51,-22,-22,,,,,,,,45,38,,,45,38,,,,,,,,,,,,3,3,3,3,,,,,,,,2,2,2,2,2,2,2.6,2.6,2.6,4,4,4,,,,,,,,,,,,,4.5,3,,,,,0,,
273998,Stromateus brasiliensis,Y,125567,126090,22,133,100,22,133,100,-55,-26,,,-69,-48,,,,38,,,,38,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,2,2,2,2.6,2.6,2.6,,,,1.8,1.8,1.80,,,Y,,,,,,,,,N,,,,0,,
273999,Stromateus stellatus,,125567,126090,0,200,50,0,200,50,-47,-12,,,,,,,,25.1,,,,25.1,,,,,,,,,,,,,2,3,2.5,,,,,,1.4,1.8,1.6,2,2,2,2,2,2,2.6,2.6,2.6,,,,,,,,,,,,,3,1,,,,,,,,1,1,
